agent,trial,episode,reward,acceptance_rate,mean_cpu_utilization,mean_memory_utilization,mean_bandwidth_utilization,mean_operating_servers
Random,0,0,21959.26565105002,0.6610169491525424,0.012114557939594681,0.0853204217801323,0.04013171347168221,4.149560117302053
Random,0,1,12097.269863621104,0.4915254237288136,0.010149325823297941,0.07718907946971923,0.03241148271382547,3.4339622641509435
Random,0,2,17174.564172418653,0.5254237288135594,0.010352428337243263,0.07372069818207988,0.03235869149691671,3.5825242718446604
Random,0,3,26568.11726941963,0.5169491525423728,0.010702003245195988,0.08351217796765768,0.043422246898969806,3.697749196141479
Random,0,4,21277.11690751712,0.5677966101694916,0.01108209041596901,0.0793698691418064,0.040169279044271526,3.9848024316109423
Random,0,5,15491.931148456166,0.5338983050847458,0.012338763954821199,0.09036444654719747,0.040057369634231926,4.019774011299435
Random,0,6,21105.94237253046,0.5508474576271186,0.012061056627649475,0.09436466176191238,0.04640727540649702,4.382789317507418
Random,0,7,22858.113680444276,0.559322033898305,0.01249747058035574,0.0929698525065532,0.040401345489090766,3.895209580838323
Random,0,8,19192.479262741334,0.5423728813559322,0.010783684724558753,0.08807633064027633,0.039751222347873975,4.149068322981367
Random,0,9,15963.710406830267,0.5677966101694916,0.010465929309639578,0.0727209441249307,0.03446891431882852,3.6920634920634923
Random,0,10,16606.767041323634,0.576271186440678,0.012254038523527576,0.09577061566177975,0.0424868978348438,4.3427672955974845
Random,0,11,14491.38518569667,0.5677966101694916,0.009602322422167228,0.07883514397191807,0.03888914633923874,3.6450617283950617
Random,0,12,24699.711310006434,0.6016949152542372,0.010707784052268758,0.07782723069388639,0.037471992913442595,3.7611940298507465
Random,0,13,8352.257106731986,0.4406779661016949,0.009623367000078556,0.06602158716567284,0.03303438519345326,3.4347826086956523
Random,0,14,18150.851098704312,0.6016949152542372,0.009943129566004294,0.0707257252129881,0.03262303784106697,3.420289855072464
Random,0,15,19488.162002500307,0.5508474576271186,0.010579302901166782,0.07957045994062613,0.04007565359662191,3.8859934853420195
Random,0,16,19499.501964603394,0.5338983050847458,0.009629901853995267,0.07862525935337686,0.039297223294278594,3.611940298507463
Random,0,17,19974.765229656223,0.4745762711864407,0.0086439510951486,0.06304727953787746,0.030160649662357177,3.1107491856677525
Random,0,18,17384.0267479347,0.576271186440678,0.009423357811627075,0.0664945071043804,0.03209903447173093,3.1484848484848484
Random,0,19,14596.798683622064,0.5254237288135594,0.008495020796012756,0.06537398709465914,0.031152726526779986,3.146788990825688
Random,1,0,56207.56733938308,0.7037037037037037,0.018166111016474824,0.07376360005401489,0.038656320156136015,3.8535031847133756
Random,1,1,64173.874629340164,0.6666666666666666,0.018481826204232523,0.07508792318813061,0.03928423271043515,3.7777777777777777
Random,1,2,49199.08845858268,0.5925925925925926,0.012275593042169956,0.05772036067723799,0.027253612151513708,3.0859375
Random,1,3,57387.07143531079,0.6296296296296297,0.016502494008745292,0.070705850587442,0.037290320335996975,3.6598639455782314
Random,1,4,47754.93205306904,0.5555555555555556,0.017980295566502467,0.07623847185441995,0.03564936786527572,3.7163120567375887
Random,1,5,50003.439421880306,0.5185185185185185,0.016111210449820976,0.073130714631257,0.04186107690221552,3.8489208633093526
Random,1,6,48835.22696964193,0.5370370370370371,0.011590781884992577,0.05869108532264035,0.028041541223048874,3.0610687022900764
Random,1,7,51639.02152404394,0.5740740740740741,0.018783910107441973,0.07292539289706901,0.04088123031960442,3.8955223880597014
Random,1,8,51929.91888619106,0.5370370370370371,0.014628472478253532,0.060582782983825176,0.03442075902652352,3.2238805970149254
Random,1,9,47066.1181536651,0.6481481481481481,0.01490881384478972,0.07252517828966248,0.03374562065299457,3.4265734265734267
Random,1,10,61227.60813462506,0.5740740740740741,0.016702238104361698,0.07475161548918548,0.04422627641318012,3.7412587412587412
Random,1,11,59491.033272142544,0.5370370370370371,0.01760425777397323,0.07551366282154753,0.03538137129042695,3.7518248175182483
Random,1,12,45000.74393797023,0.5,0.012614678899082568,0.054397774778508066,0.02976511871795896,3.0
Random,1,13,66776.06610431384,0.6296296296296297,0.01670892167303092,0.07240153889520116,0.03922229183286303,3.839160839160839
